policy,episode,seed,success,landing_error_xy_m,landing_x_m,landing_y_m,has_fallen,torso_tilt_deg,reward_sum
ppo_final,11,2037,False,0.37845129344395684,0.7635198088106949,0.312465474500541,False,3.3467611965835564,-64.42790441008003
ppo_final,12,2038,False,0.24786604098330065,0.7717946634414503,-0.11065577952203437,False,3.2750020160064066,-63.26270185171413
ppo_final,13,2039,False,0.281342314879339,0.8000769456987881,0.12889926055501852,False,3.3942932426713273,-64.34198266049691
ppo_final,14,2040,False,0.2867206562955387,0.8094145812871208,0.12211801571501339,False,3.3365230601207054,-64.35071672546756
ppo_final,15,2041,False,0.3148948461467914,0.767699706438063,-0.22752055280038475,False,3.319254981047601,-64.41674486956873
ppo_final,16,2042,False,0.33279429064617594,0.6893497480923068,-0.3022146382842864,False,3.343001915129631,-64.42801636717738
ppo_final,17,2043,False,0.2010682657491739,0.3993758550556856,-0.13319464873325274,False,3.1607157793876905,-39.86307001857806
ppo_final,18,2044,False,0.30215545006356,0.8104636551664824,0.15315547767033413,False,3.3676682925495385,-64.35140349810669
ppo_final,19,2045,False,0.3797786139502434,0.7695339537101571,0.30989778763707665,False,3.254275192623629,-64.43594594433773
ppo_final,20,2046,False,0.2550464914136691,0.8029054192805175,-0.03297820008685185,False,3.3227470319794583,-64.34928592793722
ppo_final,21,2047,False,0.33078978206108,0.6913245434141536,-0.2990806803268941,False,3.366567742195307,-64.40864014012236
ppo_final,22,2048,False,0.35973361225232814,0.902463196952821,-0.07195808903733703,False,3.274921439367467,-64.36437366511501
ppo_final,23,2049,False,0.22310674402342218,0.44824348594460894,0.19855032378726511,False,3.294219853493066,-50.87142084911776
ppo_final,24,2050,True,0.08568010697391414,0.62299504884144,-0.0448642795071666,False,3.4139700113531943,28.274654447914287
ppo_final,25,2051,False,0.1965665644085144,0.5569440197949035,-0.19644387196462665,False,3.247484271197022,-37.472947232687766
ppo_final,26,2052,True,0.09790570113250292,0.6354241981672138,-0.04783547513859948,False,3.2757932251507795,22.159224628130268
ppo_final,27,2053,False,0.20684954886455767,0.688949498367667,0.15323110901133868,False,3.2317809607196986,-42.54071436188365
ppo_final,28,2054,False,0.1199110043431226,0.5668752979416873,0.11871761993047052,False,3.290551733146798,1.2154287565124107
ppo_final,29,2055,False,0.30641358361176435,0.76095346913701,0.22223392648482876,False,3.3716958764729448,-64.34920932383258
ppo_final,30,2056,False,0.14277360574192746,0.5772575810223702,0.14014751789939153,False,3.239334405029478,-10.217791479057247
ppo_final,31,2057,False,0.19813121483229568,0.6202019481089205,0.18527726458644014,False,3.3671181033292754,-37.89575183561583
ppo_final,32,2058,False,0.3347253473745405,0.8221187633996524,0.1949164866830172,False,3.281216091047306,-64.36277762286429
ppo_final,33,2059,True,0.01811838331388157,0.5669921772877622,-0.006288221126042117,False,3.3063983997811066,62.27646638697705
