#{"t_start": 1785052792.3407495, "env_id": "None"}
r,l,t,success,crossing_xy_error,touched_backboard,has_fallen,parameter_l2,mean_ctrl_delta
10.751817,1,3.427523,True,0.021693030009128554,False,False,0.008714489633424163,0.00032682562218435616
10.165688,1,3.427523,True,0.03857142223856214,False,False,0.00752329932931772,0.00032675622813550245
10.202132,1,3.427523,True,0.03730369512017162,False,False,0.008012673402123041,0.00032618590430610184
10.306337,1,3.427523,True,0.03385349171432626,False,False,0.0109824501305874,0.0003267563044227826
10.617519,1,3.427523,True,0.024968514758300902,False,False,0.014524887263876286,0.00032673946976551836
10.540734,1,3.427523,True,0.027014024797911325,False,False,0.009423085417758142,0.00032669089425643635
10.2392025,1,3.428523,True,0.036038824097412894,False,False,0.010092330607992066,0.0003268566152453589
-3.464554,1,3.428523,False,0.34633462697826267,False,False,0.006135551684743178,0.00032812174950129416
10.564411,1,4.677984,True,0.02638696794574676,False,False,0.00822649811926884,0.00032674582744731057
10.115862,1,4.677984,True,0.040321599269380975,False,False,0.012475558055241975,0.00032674398473756677
10.712709,1,4.677984,True,0.0225900992688888,False,False,0.01644897254619289,0.0003267167813588408
9.172954,1,4.677984,True,0.0918010966636301,False,False,0.014034980801653755,0.00030845226217139816
9.691639,1,4.677984,True,0.058753597557798756,False,False,0.01488847762416171,0.0003267510404894257
10.360759,1,4.677984,True,0.032157506665359256,False,False,0.01184700402125429,0.00032682449236957385
10.58089,1,4.677984,True,0.02593580077238295,False,False,0.01127151010994589,0.0003267356566441372
10.446978,1,4.677984,True,0.02961276384618145,False,False,0.011062022997210864,0.000326803808072238
10.376409,1,5.898169,True,0.03163360126827216,False,False,0.02010423847638527,0.00032673955261358466
10.764059,1,5.898169,True,0.02141776047102829,False,False,0.005995518517198091,0.0003268071909732059
9.633391,1,5.898169,True,0.061846966091982314,False,False,0.013241742944235886,0.0003255593510543857
10.54198,1,5.898169,True,0.026999587400091504,False,False,0.005873147001289994,0.0003267402057299342
9.783707,1,5.898169,True,0.05424800125116099,False,False,0.008444952213516732,0.00032615591265081577
10.517824,1,5.898169,True,0.02765708589108602,False,False,0.0056384973252539515,0.000326750888811236
9.632234,1,5.898169,True,0.06200993296638208,False,False,0.003988739902769861,0.00032544314249607936
-2.9413767,1,5.898169,False,0.29387704477642734,False,False,0.013588503142287909,0.000328119970640039
-2.2132251,1,7.118502,False,0.22125026786678043,False,False,0.00987913411703822,0.00032616734728796736
10.394388,1,7.118502,True,0.031158026968491175,False,False,0.009652119885256157,0.0003267393790870224
10.661992,1,7.118502,True,0.02387091529773669,False,False,0.009160490480108198,0.00032678793985625645
-2.3496554,1,7.118502,False,0.23483342009199945,False,False,0.010591099110825968,0.0003254368845663223
-0.98749465,1,7.118502,False,0.10458430672133107,False,False,0.014444997382518214,0.0003205032008360805
9.230184,1,7.118502,True,0.08752567153188237,False,False,0.013474616318712596,0.00032481360171438103
10.655202,1,7.118502,True,0.024057702294161584,False,False,0.0057601814181249,0.0003267817101158677
10.3925085,1,7.118502,True,0.03122491619032418,False,False,0.007822356270761464,0.00032675632540713823
9.6319685,1,8.328233,True,0.06200035871216117,False,False,0.006194700565466216,0.0003255209766961054
10.68713,1,8.328233,True,0.023265603183809935,False,False,0.005711162621696749,0.0003267362275001846
10.524682,1,8.328233,True,0.027415361843428302,False,False,0.01561398045534381,0.00032672922339181405
10.312511,1,8.328233,True,0.03369664682832413,False,False,0.004916155205432192,0.0003268187988499458
10.464349,1,8.328233,True,0.029123075551115277,False,False,0.010017423981067353,0.000326109977175965
9.706271,1,8.328233,True,0.0580658897523905,False,False,0.008828218074540569,0.00032553645976183735
10.465488,1,8.328233,True,0.029089657647502574,False,False,0.01021466716861364,0.0003267177354284364
10.616125,1,8.329236,True,0.02500932898979785,False,False,0.013537830923229542,0.0003267729890656825
10.202383,1,9.532571,True,0.03727646787409297,False,False,0.01073693710069231,0.00032674243552219094
10.666791,1,9.533572,True,0.023724094907643982,False,False,0.014645214473882359,0.00032679284268004923
10.279554,1,9.533572,True,0.03472539305032342,False,False,0.008624505871822218,0.00032676746308126436
10.32906,1,9.533572,True,0.03312974169268236,False,False,0.012559593234827613,0.0003268108093728418
9.770912,1,9.533572,True,0.054835112969009794,False,False,0.011292254065391617,0.00032618713351616023
10.614223,1,9.533572,True,0.025062119438658388,False,False,0.01277286971712872,0.0003267605413708044
10.12303,1,9.533572,True,0.04010522256141219,False,False,0.006333235787336909,0.000326206510915691
9.676543,1,9.533572,True,0.05963171422285323,False,False,0.005766040750265202,0.00032677282270820497
10.613685,1,10.762922,True,0.02507750372571665,False,False,0.012470512677214678,0.000326761000828381
10.709847,1,10.762922,True,0.022683345728374348,False,False,0.011481302151187337,0.0003267025465833405
10.0762205,1,10.762922,True,0.04182614831412756,False,False,0.00789034919406666,0.0003261553326978785
10.397973,1,10.762922,True,0.03100896457023449,False,False,0.016810746747012432,0.0003261440240783284
10.49028,1,10.762922,True,0.02838416458089239,False,False,0.011762268941668479,0.0003268482038056355
9.699747,1,10.762922,True,0.058425778931064265,False,False,0.006242869538189013,0.0003254890985921107
-3.1710656,1,10.762922,False,0.31665116953329114,False,False,0.02302989056654087,0.00032126030995677387
10.445209,1,10.762922,True,0.02964647284226721,False,False,0.014037113368797427,0.000326716151420712
10.654435,1,12.093287,True,0.02404722873239733,False,False,0.011682051714211423,0.00032615781286772185
9.479202,1,12.093287,True,0.07069196844757701,False,False,0.01699644220659362,0.00032554270818321553
10.133172,1,12.093287,True,0.03971731986902943,False,False,0.009199073528404681,0.0003272998544531575
10.396323,1,12.093287,True,0.03109135900246496,False,False,0.011184462515674058,0.0003266834719487819
10.315785,1,12.093287,True,0.0335538538759361,False,False,0.011198809617958543,0.0003267283608112461
10.2937975,1,12.093287,True,0.03426425939359927,False,False,0.00914747435007915,0.0003267877490102903
10.370064,1,12.093287,True,0.031875380717559194,False,False,0.011775493693304155,0.0003261868994586817
10.297278,1,12.093287,True,0.03418330333708115,False,False,0.0044126167052495995,0.0003267365856534468
-2.2957594,1,13.392079,False,0.22941169558867652,False,False,0.012987206030964985,0.0003254908760434609
10.313858,1,13.392079,True,0.03362498394284331,False,False,0.009544506949006094,0.0003267662035404462
10.91893,1,13.392079,True,0.01794376232541407,False,False,0.006574432030051221,0.0003267392723957161
10.175002,1,13.392079,True,0.03825607237830388,False,False,0.005931616472049799,0.0003268052274953185
10.15253,1,13.392079,True,0.039000052399087375,False,False,0.012660233365232306,0.00032678592391712007
10.711903,1,13.392079,True,0.022646969060692145,False,False,0.008721548317089248,0.00032680348874886844
10.640726,1,13.392079,True,0.024414771467270373,False,False,0.0072235515151797885,0.0003267999921828102
9.699308,1,13.392079,True,0.05835159683908211,False,False,0.015674350881116135,0.00032676289084046924
10.6134,1,14.619943,True,0.02508925201290124,False,False,0.011606284486234882,0.000326767001026003
10.486679,1,14.619943,True,0.028470032330627643,False,False,0.014378696163969673,0.00032685627132386365
10.466307,1,14.619943,True,0.02908692675035009,False,False,0.006601276426112767,0.00032675336545629635
10.118434,1,14.619943,True,0.04025510953107034,False,False,0.008724370839913188,0.0003262067817805605
10.356304,1,14.619943,True,0.03231687950841658,False,False,0.00801400352641413,0.0003268486948654235
10.121284,1,14.619943,True,0.040181904239550724,False,False,0.0045257485694238046,0.00032676997549046935
10.528956,1,14.619943,True,0.027317054687088786,False,False,0.012318037426689302,0.000326687331013992
10.138917,1,14.619943,True,0.0395190390172738,False,False,0.008033211626617708,0.0003267879355620294
10.400972,1,15.924853,True,0.030978852712344383,False,False,0.006894332548394061,0.0003267488625640852
10.29829,1,15.924853,True,0.03407879350181894,False,False,0.01574535545052168,0.00032680717950771417
10.719593,1,15.924853,True,0.022464621571851185,False,False,0.008042909211678741,0.0003266438575951445
10.274141,1,15.924853,True,0.03487820314916719,False,False,0.012083514979387804,0.00032689639506589945
10.0641775,1,15.925853,True,0.042239025532258015,False,False,0.013562503013769028,0.0003268510242679757
10.616845,1,15.925853,True,0.024996251321148313,False,False,0.012489329619666057,0.0003268465393987648
10.604328,1,15.925853,True,0.02530909788988828,False,False,0.01433969573767168,0.0003268199050814377
10.324401,1,15.925853,True,0.033320030404557714,False,False,0.00538197725731292,0.00032676134095968264
10.354281,1,17.262917,True,0.03231934736124295,False,False,0.017723371692951795,0.00032670461225781984
10.360063,1,17.262917,True,0.03220878461500813,False,False,0.006915424132106396,0.0003267251618158804
10.449324,1,17.262917,True,0.029505227900849626,False,False,0.0180910158079427,0.0003266828687610982
9.068843,1,17.262917,True,0.0999634220913275,False,False,0.014789414278622357,0.0003198298001146264
10.2991295,1,17.262917,True,0.03406227918859021,False,False,0.014142477369773912,0.0003268400286542025
10.518841,1,17.262917,True,0.027598712320330045,False,False,0.011223023024001681,0.00032673142002668593
10.542729,1,17.262917,True,0.02693805754856479,False,False,0.013549663882784313,0.00032684435629730705
10.834365,1,17.262917,True,0.019799565922841145,False,False,0.006787707354499698,0.00032678965300163515
10.6539955,1,18.472299,True,0.02405252236107733,False,False,0.01282743604295025,0.0003269050025158251
9.153514,1,18.472299,True,0.09331126290152428,False,False,0.012710812262593555,0.00032474578998248696
10.948943,1,18.472299,True,0.017300759770171127,False,False,0.007780309780181699,0.000326772857704312
10.183317,1,18.472299,True,0.03792369784428249,False,False,0.012099643624780282,0.00032672062115638605
10.721608,1,18.472299,True,0.022401233897629196,False,False,0.011139065784877278,0.0003267541598731939
10.059609,1,18.472299,True,0.042471384927567316,False,False,0.005909396876357916,0.00032613527498124423
9.406868,1,18.472299,True,0.07539901629191534,False,False,0.005713134325590609,0.0003255079585963488
9.339785,1,18.472299,True,0.0798368937587551,False,False,0.007856324791855593,0.00032546812147730714
-3.9696236,1,19.713052,False,0.39665835590643017,False,False,0.015218603728771948,0.00032815345610866497
10.682655,1,19.713052,True,0.02336330730960272,False,False,0.008229531231641335,0.0003268315436965637
10.780463,1,19.713052,True,0.020998015463215076,False,False,0.013965048901120752,0.0003267430646441671
-1.8834692,1,19.713052,False,0.18861795601186937,False,False,0.005046849321941061,0.0003272958743507427
10.425496,1,19.713052,True,0.030266500264903066,False,False,0.0054555818614276524,0.00032675702714740233
10.345252,1,19.713052,True,0.0326491057329835,False,False,0.009158964397188331,0.0003268053756611046
10.388355,1,19.713052,True,0.031348019721703084,False,False,0.00797219889934812,0.0003268068327402461
10.255675,1,19.713052,True,0.03547582228580617,False,False,0.01286281375150995,0.0003268056651971011
9.164583,1,21.001062,True,0.09242450636737096,False,False,0.015075058158398784,0.0003254148655114773
10.353712,1,21.001062,True,0.032394787095395304,False,False,0.008247382361743986,0.0003262228150369271
10.170492,1,21.001062,True,0.03839299848073637,False,False,0.008913207745213862,0.00032675697511629304
10.749902,1,21.001062,True,0.021748054217997286,False,False,0.006650116362417649,0.0003268361213795311
10.394201,1,21.001062,True,0.031164684258208415,False,False,0.00946812327208066,0.00032675443744743435
10.361184,1,21.001062,True,0.03213321585355461,False,False,0.013705939827724585,0.0003267373025121123
10.592496,1,21.002063,True,0.02564829169052167,False,False,0.008180038625111215,0.0003267655883367151
-2.6031153,1,21.002063,False,0.26010118995488035,False,False,0.012233212464444502,0.00032822288305828375
10.653832,1,22.127395,True,0.02403882282998977,False,False,0.016377668291258973,0.00032683275726183233
-1.0321305,1,22.127395,False,0.10832152157991956,False,False,0.014900838901723773,0.00032465504186591647
10.3072405,1,22.127395,True,0.033850587207413595,False,False,0.006927968554922978,0.000326779721949408
10.80811,1,22.127395,True,0.020375183192965336,False,False,0.011051049903399886,0.00032676303920375297
10.646665,1,22.127395,True,0.02425508796070447,False,False,0.009166996977969468,0.0003268013735031983
10.514175,1,22.127395,True,0.02771911734146468,False,False,0.012565213013173001,0.0003267567880498671
10.157776,1,22.127395,True,0.03884165902360224,False,False,0.008776927092638397,0.0003267645817446489
10.786834,1,22.127395,True,0.02086511573957164,False,False,0.01080434226206611,0.00032684309062167596
10.424276,1,23.239877,True,0.0302532094488572,False,False,0.013834793858436119,0.00032616273762616605
10.580092,1,23.239877,True,0.02593684372857949,False,False,0.015056051536842608,0.0003267542190543523
10.739097,1,23.239877,True,0.021973388778073796,False,False,0.01316483708039719,0.00032683180979188505
-1.892575,1,23.239877,False,0.18938255964396372,False,False,0.011877777606706042,0.0003278075272171748
10.835065,1,23.239877,True,0.019792273803612828,False,False,0.0049055702075550866,0.00032674907577759415
10.60516,1,23.239877,True,0.02530816243973963,False,False,0.01036344828093284,0.00032680524651421063
10.007821,1,23.239877,True,0.0444637687854438,False,False,0.009250800209624821,0.0003261155069598036
10.442443,1,23.239877,True,0.02975285315921205,False,False,0.009367385940535928,0.0003261731463309162
10.682342,1,24.347037,True,0.023351530018709415,False,False,0.012190077535628159,0.0003267875181519172
10.551649,1,24.347037,True,0.026711388046562538,False,False,0.011184658266053289,0.00032681253211928006
10.320963,1,24.347037,True,0.033424751081504826,False,False,0.005863064680064492,0.0003267876242753375
10.484419,1,24.347037,True,0.028534964136531664,False,False,0.014062306241396861,0.00032681020123683635
9.246225,1,24.347037,True,0.08643961443949899,False,False,0.007497562829261106,0.00032553839875206885
10.173659,1,24.347037,True,0.038269327722652055,False,False,0.010749165608764178,0.0003268522447143272
10.3352,1,24.347037,True,0.03295362004179224,False,False,0.010177701526417896,0.0003268253646527276
10.318739,1,24.347037,True,0.03345278879728071,False,False,0.012514205624595614,0.0003269022340123126
10.527158,1,25.544427,True,0.0273677332898761,False,False,0.011987662826451861,0.00032666640411978286
-3.296704,1,25.544427,False,0.32941810343133915,False,False,0.012785443005666208,0.00032810101198607817
10.534436,1,25.544427,True,0.027190207473771124,False,False,0.008309022249485527,0.00032682570003739496
10.341347,1,25.544427,True,0.03277516903912606,False,False,0.00825885325622901,0.0003261317363551351
10.490187,1,25.544427,True,0.028400532177210735,False,False,0.009294379813659914,0.0003267977173118938
10.596527,1,25.544427,True,0.025542535328257846,False,False,0.008333321869412427,0.0003268596709236272
10.355432,1,25.544427,True,0.03237163868102976,False,False,0.0034294083855206064,0.0003267939064184941
10.412668,1,25.545428,True,0.03061108890550796,False,False,0.010720115873856413,0.000326804722161595
10.334329,1,26.817886,True,0.03299882737438359,False,False,0.007257151600556592,0.00032623372127435106
10.417325,1,26.817886,True,0.030459868499939077,False,False,0.013215793902592466,0.0003267718464245056
10.690419,1,26.817886,True,0.023164726809279588,False,False,0.009821250246441638,0.0003268019490232344
10.709357,1,26.817886,True,0.022717574385191834,False,False,0.006864187001334621,0.0003267388100535861
10.658988,1,26.817886,True,0.02390880023110182,False,False,0.01659067709210898,0.00032673681505372926
10.226384,1,26.817886,True,0.03645286276851261,False,False,0.012252230696526086,0.0003260958291335156
10.199507,1,26.817886,True,0.037389605401981406,False,False,0.00859770848844665,0.0003268092916627455
10.688948,1,26.817886,True,0.023205448052218806,False,False,0.008872226705075585,0.00032678054457219266
10.689298,1,28.025167,True,0.023183810954692192,False,False,0.011532652756854146,0.00032675757072671144
10.601344,1,28.025167,True,0.02542074039167922,False,False,0.007699058667148817,0.00032673412304061347
10.583132,1,28.025167,True,0.025904745112735442,False,False,0.0059738567050808935,0.00032680976916761264
10.307743,1,28.025167,True,0.033806257562097264,False,False,0.011412854559842919,0.00032674332978042286
10.795689,1,28.025167,True,0.02064979559370663,False,False,0.013228286975205275,0.000326787564160933
10.468899,1,28.025167,True,0.02898027408839821,False,False,0.012481199000570571,0.0003267306411559048
10.418504,1,28.025167,True,0.030482870331963077,False,False,0.0033933317862094164,0.0003267761996799046
10.053115,1,28.025167,True,0.042651792435650135,False,False,0.01480471120770585,0.0003267614000772383
-0.9437362,1,29.246067,False,0.10095157006317065,False,False,0.01670445641760208,0.0003247832327473499
-1.9311055,1,29.246067,False,0.19324113706328383,False,False,0.009412975315917733,0.0003277620754091251
10.702674,1,29.246067,True,0.02285784150950613,False,False,0.011394715779948498,0.0003268246183644773
9.093385,1,29.246067,True,0.09807418087622251,False,False,0.009757313673169492,0.0003248091932367377
10.203776,1,29.246067,True,0.037229010924926906,False,False,0.010712644748542307,0.0003261719837029813
10.60432,1,29.247069,True,0.02536064866412952,False,False,0.004417660848390138,0.000326775741203308
9.977413,1,29.247069,True,0.045649331371240824,False,False,0.013993868593307151,0.0003268142812664328
9.228593,1,29.247069,True,0.08768679615919098,False,False,0.0104730865596744,0.00032483637913162063
10.363758,1,30.457572,True,0.032018693806873735,False,False,0.019667131603613042,0.0003268847038832019
-2.0801885,1,30.457572,False,0.2079267456947031,False,False,0.014376572385347753,0.00032781358036973777
9.55571,1,30.457572,True,0.06614582059485832,False,False,0.01681716652721337,0.00032619235569748204
10.625966,1,30.457572,True,0.02477863023214137,False,False,0.009408235549861203,0.0003267715452276402
10.584842,1,30.457572,True,0.025860455044944042,False,False,0.005869762310368846,0.0003268256581243424
-2.7553887,1,30.457572,False,0.27544455659967093,False,False,0.005744896429689805,0.00032813319347631053
9.898889,1,30.457572,True,0.049020588501076816,False,False,0.0059624488445749945,0.000326152488438861
-0.9929009,1,30.457572,False,0.10498636862342166,False,False,0.01729711557069754,0.00032257401715935527
10.028779,1,31.671853,True,0.043629485969630545,False,False,0.010232007898165448,0.0003261726255734321
10.330932,1,31.671853,True,0.03307692002039207,False,False,0.011683793399278913,0.00032613710296805964
10.754509,1,31.671853,True,0.021617335394321802,False,False,0.0112977967379801,0.00032674368978579635
10.522571,1,31.671853,True,0.02750153141834231,False,False,0.010363980292628756,0.0003268269432300006
-1.8774033,1,31.671853,False,0.18784448958193353,False,False,0.013876156332645629,0.0003277500580022029
10.312595,1,31.671853,True,0.033645640906064374,False,False,0.012577517530573316,0.00032622550243574365
9.922688,1,31.671853,True,0.0480020001189573,False,False,0.0052923959743098265,0.000326184991412548
-3.2552416,1,31.671853,False,0.32529539704115296,False,False,0.011634226443751415,0.0003281141305827515
10.224698,1,32.901874,True,0.036543795775157026,False,False,0.0071582723853235945,0.00032616837758893614
10.689797,1,32.902874,True,0.023202386441782123,False,False,0.005247051696476656,0.0003267873148338477
9.272778,1,32.902874,True,0.08448517405811272,False,False,0.010197694597646507,0.00031984748744217457
10.78255,1,32.902874,True,0.02096986650864745,False,False,0.00960298275295068,0.0003267403991198949
10.494645,1,32.902874,True,0.02828386490548665,False,False,0.00795341492385012,0.00032677426008501635
10.34909,1,32.902874,True,0.03251819151851467,False,False,0.011244288146788116,0.00032680890400013803
10.750495,1,32.902874,True,0.021722763186141376,False,False,0.009031334722883425,0.0003267482821489223
10.659677,1,32.902874,True,0.02394550960867789,False,False,0.005801599194070672,0.0003262191067977692
10.777294,1,34.133287,True,0.021096492172811503,False,False,0.008613269363249998,0.00032681553620008877
10.17377,1,34.133287,True,0.03826257632201943,False,False,0.0111592476356299,0.0003262398508702275
9.928763,1,34.133287,True,0.04764681001072453,False,False,0.016716373491106457,0.0003262527228504868
10.921112,1,34.133287,True,0.01789212971147235,False,False,0.0077169774371385665,0.00032680157998136257
10.589366,1,34.133287,True,0.025733731573655428,False,False,0.007462120811581584,0.0003267453852129986
9.620872,1,34.133287,True,0.06254196649420043,False,False,0.011950288433298237,0.00032547377141438106
-6.0504637,1,34.133287,False,0.6047464846921898,False,False,0.014994879910656922,0.0003284418193989266
10.359991,1,34.133287,True,0.03220163287554779,False,False,0.008449683598553604,0.0003268162774840727
10.186014,1,35.359023,True,0.037846555101875776,False,False,0.009744255700723344,0.00032680353673154313
10.478327,1,35.359023,True,0.028699480969519055,False,False,0.01517113062110171,0.0003269313360978381
10.220097,1,35.359023,True,0.03669478316284573,False,False,0.007767995553409314,0.00032672235663636074
10.555197,1,35.359023,True,0.026610028043417618,False,False,0.012408855116613719,0.0003268107765510808
10.600939,1,35.359023,True,0.025401943731792182,False,False,0.013349263478544341,0.0003267045761145667
9.934272,1,35.359023,True,0.04745524227518964,False,False,0.011838553141478978,0.0003262177402778752
10.053455,1,35.359023,True,0.04270165704615496,False,False,0.006605394525158157,0.00032676875741241107
10.814007,1,35.359023,True,0.02023960901585128,False,False,0.011313691977378915,0.0003267855024082032
10.642239,1,36.556013,True,0.024348765523445164,False,False,0.012722805464875994,0.00032674387022260074
10.5414295,1,36.556013,True,0.02697460120560831,False,False,0.013260236858723008,0.00032623732548506506
10.499564,1,36.556013,True,0.02813417924946877,False,False,0.010326239181330183,0.00032670016435518297
10.43813,1,36.556013,True,0.02989315136137603,False,False,0.00661246405255747,0.00032675619413784554
10.211009,1,36.556013,True,0.03699315734773085,False,False,0.009160750627914886,0.0003267797958887157
-2.7109935,1,36.556013,False,0.27098416419575755,False,False,0.006953128421106603,0.0003281281091349516
10.227201,1,36.556013,True,0.03639778222563217,False,False,0.01637325001335331,0.00032616746955780197
10.147761,1,36.556013,True,0.0392098908368246,False,False,0.00701500002109091,0.0003267142616815993
10.236912,1,37.759004,True,0.03609278747423556,False,False,0.01344276749102354,0.00032670150763114533
10.716547,1,37.759004,True,0.022540497060569556,False,False,0.007532399560638665,0.0003267653656129726
10.282024,1,37.759004,True,0.03464850494300511,False,False,0.008185706855631239,0.00032675409425839136
9.860738,1,37.759004,True,0.05063980597948586,False,False,0.013224125389862534,0.0003261773816435514
10.326474,1,37.759004,True,0.03322431600646113,False,False,0.010328808726475321,0.00032683686346795604
10.160974,1,37.760007,True,0.03871679476454771,False,False,0.01046006337828523,0.00032678228108932013
10.643273,1,37.760007,True,0.02431789084353771,False,False,0.013668894583199339,0.00032678183518044976
9.2610855,1,37.760007,True,0.08527512047767986,False,False,0.01361181405689278,0.000319132971800468
-0.9910727,1,38.941166,False,0.1050030181818514,False,False,0.007156112923572318,0.0003241078481588862
10.50027,1,38.941166,True,0.02810015795931468,False,False,0.012944673973920174,0.0003261601773059789
10.388155,1,38.941166,True,0.03127993375368379,False,False,0.02036892347734256,0.0003268949419878583
10.336407,1,38.941166,True,0.03284657289424629,False,False,0.02141720081546993,0.00032675308574223964
10.1802225,1,38.941166,True,0.038021088685522376,False,False,0.013548110143207585,0.0003268020363625499
10.506663,1,38.941166,True,0.027937601732719745,False,False,0.010399597377349686,0.00032681409145585047
10.076308,1,38.941166,True,0.04184910358579394,False,False,0.004408059417868484,0.00032614495160801385
10.612665,1,38.941166,True,0.02514228055318676,False,False,0.004979827697985886,0.0003267916723944086
10.094604,1,40.147606,True,0.04111919965062007,False,False,0.010464210305569488,0.00032675214538254506
10.383901,1,40.147606,True,0.03144836636733947,False,False,0.013485071836177424,0.0003268081320260282
10.234541,1,40.147606,True,0.03620619771122993,False,False,0.008298418952035353,0.0003268328463580073
10.673532,1,40.147606,True,0.023595566308453775,False,False,0.006838433391279744,0.00032676658052984336
10.164025,1,40.147606,True,0.0386117147355733,False,False,0.010108121283042514,0.00032674273735076967
10.320516,1,40.147606,True,0.03343476443300886,False,False,0.006501993540956357,0.0003267954276323223
10.52236,1,40.147606,True,0.0275029252161517,False,False,0.011160927756891481,0.00032677476104009363
10.12026,1,40.147606,True,0.04021356476776947,False,False,0.0052949200099238255,0.0003261934649802667
10.714174,1,41.395243,True,0.022575561671497796,False,False,0.012133108247533823,0.0003267534573512958
10.367309,1,41.395243,True,0.031979336565588476,False,False,0.00839983582190428,0.0003267631799037343
10.036208,1,41.395243,True,0.043348961576638256,False,False,0.009054160248751442,0.00032680329836140066
10.353032,1,41.395243,True,0.03239207532771751,False,False,0.01208730770754361,0.0003268398217857555
10.417747,1,41.395243,True,0.0304585128162866,False,False,0.011338457664795505,0.000326163710402671
10.715319,1,41.395243,True,0.022574904451491906,False,False,0.006548585247064762,0.0003267824626742199
10.45645,1,41.395243,True,0.029356621967523255,False,False,0.008457423807120739,0.0003267539703759991
10.445325,1,41.395243,True,0.029669933551474667,False,False,0.00936965908165031,0.0003261438924370374
-3.3281488,1,42.597517,False,0.33257250445684683,False,False,0.012272145432716708,0.0003281701842976524
10.67893,1,42.597517,True,0.023449834437210253,False,False,0.009310358716287208,0.00032683102861271265
10.197814,1,42.597517,True,0.03739270437741005,False,False,0.016607903132820918,0.0003262056453839942
10.262391,1,42.597517,True,0.0352939813749426,False,False,0.0070093790478393736,0.0003267602824064049
10.36009,1,42.597517,True,0.032149375093244816,False,False,0.016525772853501965,0.0003260756604796806
9.077342,1,42.597517,True,0.09941690474998202,False,False,0.006187425973033786,0.000324816628255833
10.48834,1,42.597517,True,0.028477222198662312,False,False,0.004782977386424451,0.0003267457495238354
10.504103,1,42.597517,True,0.028041113263845886,False,False,0.004451673149636421,0.00032677257344773246
10.504692,1,43.83272,True,0.028004786790200395,False,False,0.008079917276807833,0.0003267814658349879
10.362791,1,43.83272,True,0.0320292059812872,False,False,0.022773642970014284,0.00032687307262261483
10.516631,1,43.83272,True,0.027686763418019178,False,False,0.006188745446391474,0.0003267131604717636
10.644606,1,43.83272,True,0.02428947639835667,False,False,0.012638327790616525,0.00032668542735880287
10.45603,1,43.83272,True,0.02933762148581252,False,False,0.01389291787100932,0.0003268323191392646
10.28726,1,43.83272,True,0.034483852265551077,False,False,0.007581931506579809,0.0003261488485872246
10.301899,1,43.83272,True,0.033986011443996975,False,False,0.012289295703940821,0.00032675168451953417
10.798766,1,43.83272,True,0.02061643164869005,False,False,0.005098192659463638,0.0003267316263263177
9.155742,1,45.075323,True,0.09321160644879517,False,False,0.008039183447297484,0.00032485256212015
10.660419,1,45.075323,True,0.023917533686045146,False,False,0.007682384587301549,0.0003267492943430887
10.699541,1,45.075323,True,0.022925015752984848,False,False,0.013262058834213759,0.00032676930682384175
10.259328,1,45.075323,True,0.03537031022075771,False,False,0.010676847997756544,0.0003262437837447093
10.599033,1,45.075323,True,0.025489243093439792,False,False,0.006054436598674145,0.0003267364648584049
10.205709,1,45.075323,True,0.03718320111770183,False,False,0.007757292523801669,0.0003268576440349939
10.29194,1,45.075323,True,0.034308382392285966,False,False,0.011538454209265395,0.00032611917750225165
10.511693,1,45.075323,True,0.027777914682005862,False,False,0.014267003154067304,0.00032686109446842897
9.903901,1,46.439793,True,0.04879421211784055,False,False,0.006999842055063477,0.00032624165622605956
10.278392,1,46.439793,True,0.03475763614705738,False,False,0.00945093013869431,0.0003262280689586046
10.678676,1,46.439793,True,0.023420678229859455,False,False,0.016488468408425373,0.00032670825968896525
10.174538,1,46.439793,True,0.038238588364539895,False,False,0.010754639825429515,0.00032680401140409434
10.034079,1,46.439793,True,0.04345445264644101,False,False,0.00615166113453073,0.0003268015427782634
-2.6976326,1,46.439793,False,0.2695920340558977,False,False,0.009812164902611008,0.0003282208254598709
9.818979,1,46.439793,True,0.052602263534032606,False,False,0.006815137681574556,0.000326121662886717
10.619844,1,46.439793,True,0.024920762745462784,False,False,0.012214470339362,0.000326865511753545
10.718582,1,47.781551,True,0.022500559576547566,False,False,0.005638882083977723,0.0003267826760275923
10.378252,1,47.781551,True,0.03164251271951326,False,False,0.009407758542069643,0.0003267752539119992
10.441623,1,47.781551,True,0.029797097578736904,False,False,0.005790095667404382,0.00032675349867265443
9.909813,1,47.781551,True,0.0485449752169881,False,False,0.006307903326244207,0.00032611876699149925
10.546625,1,47.781551,True,0.026870410246258424,False,False,0.006650819549725231,0.00032675520710211814
10.597256,1,47.781551,True,0.025515924933925384,False,False,0.009808399095027306,0.0003267205057145714
10.451593,1,47.781551,True,0.029493126144432686,False,False,0.008854672647738619,0.00032677001533084466
10.656055,1,47.781551,True,0.024004105736032202,False,False,0.012192224897496414,0.00032674921191295744
9.495021,1,49.035247,True,0.06973157014089633,False,False,0.01675110712447744,0.0003254982925198362
10.209948,1,49.035247,True,0.037000501871705255,False,False,0.0133872486268512,0.00032670880934458044
10.50832,1,49.035247,True,0.027895366678462444,False,False,0.009777813309534944,0.0003268422132730459
9.61673,1,49.035247,True,0.06282210501604842,False,False,0.007093478908828206,0.0003267252710555223
10.213513,1,49.035247,True,0.03686583272433461,False,False,0.01539738595159889,0.0003261993934784299
