#{"t_start": 1784798019.2291753, "env_id": "None"}
r,l,t,success,landing_error_xy,has_fallen,task2_base_reward,task2_residual_l2
-64.50799,61,65.372123,False,0.337825187630256,False,3.6368251819575224,1.8540952808386977
-46.789154,55,65.381636,False,0.21474995068115124,False,3.8732552432466023,1.8380957171439285
-55.454803,54,65.414641,False,0.2321769812449271,False,3.8323034827634284,2.2083423431649503
-64.43054,52,65.444635,False,0.25452703077740113,False,3.7888562367242553,1.5809178549927474
-31.381874,54,65.471648,False,0.18460569798348286,False,10.938298409805606,1.9053113596981863
-64.38391,52,65.480168,False,0.2901140135114302,False,3.715298958288193,2.1660322318014744
-64.41984,57,65.637683,False,0.3421664556384373,False,3.633455907530004,2.1859459827652317
-64.75165,55,65.659679,False,0.4218413498119794,False,0.5162548662099304,1.6789067350292997
-23.635292,54,65.664683,False,0.1695599738016543,False,10.971835355956648,2.200661231324744
-64.38065,58,65.6762,False,0.36332447070647417,False,3.5995272357293655,1.8468731311689355
-61.365265,52,65.685211,False,0.24393081175972764,False,3.809622945956914,2.0023017375349963
43.34038,54,65.722204,True,0.0555621858832235,False,11.292721559919437,1.7414267074081373
-64.60999,50,65.735204,False,0.39634120367076275,False,3.5499564498632084,2.29216211420735
4.172707,58,65.762223,False,0.11392210834476153,False,11.116571196716052,1.893580568517965
-64.472755,54,65.913256,False,0.2911105242266191,False,3.7200779167356424,1.6328828711086676
-40.101604,58,65.913256,False,0.20176793262229722,False,3.8976655816770105,1.6432325584948269
-64.585655,55,65.927248,False,0.3868423791191803,False,3.5639772156979106,1.7283115483486058
-64.73762,52,65.932246,False,0.4493819966507048,False,0.4809035593282971,1.8200803330321762
-64.346245,55,65.938245,False,0.26955771450652716,False,3.75700419028202,2.0642703274211005
-64.7604,55,66.003461,False,0.5870431949744582,False,0.3390522933979852,1.8858819825510003
-64.47422,60,66.012469,False,0.3484799914334204,False,3.622318492508478,1.9627939608648335
-61.187622,52,66.018466,False,0.24355204869468555,False,3.8150797056471237,1.464131033701255
-64.745735,49,66.193382,False,0.47332261636341294,False,0.45249938326071715,2.0945802040784813
-49.786877,55,66.213391,False,0.22091423378146233,False,3.8530177369187513,1.7106996327789084
-64.74283,55,66.213391,False,0.427889316476084,False,0.5101135429964658,1.6171600784646019
-21.457432,54,66.230388,False,0.16480724850801312,False,10.983947884798193,1.5738023992974923
-7.517372,56,66.235386,False,0.13675229252334456,False,11.065686701349644,2.0324482637270456
-64.42507,50,66.281441,False,0.2548564711868719,False,3.7837679117585052,2.1046659686532805
-17.618057,54,66.293439,False,0.15713728978934846,False,11.006279850692922,1.8274616325337634
-64.488655,56,66.572489,False,0.31159766545457546,False,3.682125334215084,1.4442398801735292
-3.0252323,55,66.736421,False,0.12841797445875994,False,11.081591893610371,1.6696439499436033
-64.41957,54,66.754423,False,0.25554334885014107,False,3.785223868224563,1.3670341536045942
-64.42923,52,66.760427,False,0.28779720188963936,False,3.724711565147373,2.5019295786972235
-64.57182,51,66.760427,False,0.38391553685007695,False,3.5660511110444904,1.8542120395773034
-64.34618,55,66.760427,False,0.3632489253758604,False,3.598653721281187,2.1825675213182016
-64.42145,54,66.823946,False,0.2808858416953352,False,3.738076289313437,2.25161152736301
-64.73639,53,66.828952,False,0.42291341392556425,False,0.5121919397389217,2.1419571361781844
-57.11735,51,66.843946,False,0.2354065844374379,False,3.8333040653867085,1.9521551569268496
-64.413445,52,67.01808,False,0.2511890267884326,False,3.7982277985980426,1.9883004682785232
-64.41442,52,67.034084,False,0.26160085971861796,False,3.7755090378436376,2.348100428303782
-64.75656,56,67.053083,False,0.5155726222579424,False,0.40603133488553933,1.8296119908130457
-64.43769,59,67.062096,False,0.3015986654304675,False,3.7001896082444805,1.4852166482083946
-64.7904,58,67.062096,False,0.5300030237966431,False,0.393413396804738,1.5699393874257186
-64.50775,52,67.092614,False,0.3183253624520065,False,3.671148931658148,1.8003724597566944
4.3553143,54,67.097613,False,0.11320834856526256,False,11.126627923041505,1.9964738739953762
-64.43921,53,67.11261,False,0.2836201534657481,False,3.731402349243565,0.7722513036430032
-64.76507,54,67.280657,False,0.5307946712872768,False,0.3914318065008361,1.9483714748400436
-44.07602,55,67.308654,False,0.20932333483798787,False,3.880758395015855,1.6584287266795374
-50.24728,53,67.322659,False,0.22165343209725805,False,3.8537691818935613,1.7613513668505032
63.83416,55,67.34365,True,0.01450876047330802,False,11.418921354540771,2.2426864731666885
-64.36407,55,67.34365,False,0.27308534463475986,False,3.7525878211387753,2.1701820530175437
-64.4169,53,67.376658,False,0.3015725663728263,False,3.697736573313404,2.4489218228379044
-0.4955462,56,67.389175,False,0.12315369144837922,False,11.101861444738002,1.768576673872996
-64.794716,58,67.420166,False,0.5916429003601152,False,0.33740399973334123,1.7560080740404775
-64.65959,52,67.55469,False,0.40134407852033627,False,0.5451861382196098,2.05848008904785
-64.71944,50,67.5812,False,0.4570721955378031,False,0.47325588426917425,2.193104722485778
-9.324639,54,67.596201,False,0.14083485882349744,False,11.048983258970644,2.3575106138923876
5.53214,52,67.615206,False,0.11088536153055698,False,11.132596623971514,2.0758773328898705
-0.3813933,56,67.634202,False,0.12292892138654471,False,11.092398473965009,2.2367405323150855
-64.62692,49,67.639202,False,0.37315604511790584,False,3.5832571872632735,2.345460128138797
-14.877308,55,67.658204,False,0.15204948278731448,False,11.017949203466253,1.971464729164431
-64.398254,54,67.695728,False,0.26712597434439656,False,3.7622063673994024,2.237530254173966
-64.75275,55,67.849249,False,0.42283314606293354,False,0.5171998829830409,2.1238314283907895
-57.84417,52,67.860249,False,0.2369075380004438,False,3.829352518615838,1.8222321459256963
0.69358367,56,67.889763,False,0.12085447183977198,False,11.102591161013764,0.9894840328015715
-36.40389,53,67.893774,False,0.19427910981361543,False,10.91963942369165,1.7418370654862836
-64.74865,49,67.89977,False,0.5873227915831175,False,0.33965038325324814,1.9285319541098325
-64.81607,55,68.182331,False,0.8768516664910008,False,0.1608232617542722,2.000939626057494
-51.12993,51,68.188329,False,0.2234407709396667,False,3.8592292597774516,1.840007146036027
-36.504246,52,68.226332,False,0.19454475194081208,False,10.919032636147923,1.8344544903890532
-64.76527,50,68.359847,False,0.514963568847406,False,0.40710568247924583,2.3495785740892896
-21.720215,54,68.393364,False,0.16486618966541775,False,10.997378698180466,1.907649647082064
-64.53957,50,68.404368,False,0.3500213188423665,False,3.619807310925949,0.8567934363020064
-64.43543,50,68.442362,False,0.28296579827375007,False,3.7341544812171246,2.521941447825544
-64.75325,56,68.449363,False,0.5107716827340305,False,0.4102028632594668,1.4600866227875673
-64.82193,58,68.45537,False,0.799452479065702,False,0.19618563470756137,2.3436034902818115
-64.755104,55,68.47437,False,0.42362821236323495,False,0.5132302778741745,2.1972044887453253
-64.4006,54,68.504883,False,0.29117451309302816,False,3.7198532567664007,1.7571999588374574
-64.757416,57,68.655083,False,0.5538920620640806,False,0.3709031435688315,1.2573052150453525
-26.763157,55,68.676086,False,0.17544211186113323,False,10.955408301894181,1.7867190153189032
-64.50622,54,68.681595,False,0.33324591426613875,False,3.6449189277694476,1.9029067065581668
-33.117706,53,68.711593,False,0.1878194952459584,False,10.926509466163122,1.6233381493287038
-64.77941,51,68.729597,False,0.4135153848580751,False,0.5272404844260428,1.6364937147957963
-64.8052,59,68.748596,False,0.5364142845940931,False,0.38794449805107895,1.715288522909225
-64.82694,59,68.754589,False,0.78516099061069,False,0.203445166131731,2.504578772168482
-64.390396,56,68.792123,False,0.27648643486332936,False,3.744895696269666,1.5595254853499763
-64.75809,49,68.927643,False,0.44609170693084704,False,0.4877851718684958,2.2709880194586436
-64.52734,57,68.94364,False,0.32137186075398283,False,3.6665644697752153,1.6157426969176294
-64.6477,59,68.974658,False,0.40114315307330695,False,0.5446373849734201,2.2895310107435294
-64.56526,53,68.980172,False,0.38715400940932176,False,3.5641615308377785,2.0105294816148542
-64.74497,50,69.001168,False,0.47135975977203276,False,0.45420966605575464,1.7677620541400498
7.0789046,55,69.011173,False,0.10812103927626,False,11.138377029878528,1.9396037299392135
24.056143,55,69.032176,True,0.0942686426952361,False,11.175091828550945,1.8194584663599616
-64.42198,54,69.06818,False,0.2915943102603789,False,3.716650184569568,2.3386621217842385
-14.935604,55,69.213865,False,0.15171750804815112,False,11.019199481916445,1.663574559391432
-55.124886,56,69.234875,False,0.2315511825567327,False,3.8331386353657195,1.6203547369498976
-64.748314,53,69.24887,False,0.48730461147618775,False,0.437661061090338,1.5389850789831432
-64.756935,55,69.263869,False,0.5245218013474697,False,0.39740864773761336,1.5991519795105764
-25.581116,55,69.300388,False,0.17302439415316928,False,10.97453994044667,1.5162156238815934
-64.82232,58,69.309393,False,0.7771360998781887,False,0.20669357136038366,2.13943281058164
-64.456795,50,69.339389,False,0.33340377213960276,False,3.645865411246714,1.9568103857379
-64.35556,57,69.339389,False,0.2649228952299568,False,3.7653185130285753,1.5931945957651634
-64.49604,54,69.744486,False,0.2959069800244398,False,3.7141948322043965,1.6678629179809104
-64.77218,58,69.789986,False,0.4573066621978923,False,0.47023827215444647,1.9773755045838437
-61.385204,55,69.789986,False,0.24411436291102978,False,3.8071815843648853,1.6952591725432056
42.535263,55,69.807995,True,0.05706694857556661,False,11.29785319738066,2.435640846478828
-64.62783,50,69.816996,False,0.3730865809413691,False,3.5811270308789354,2.391285033051941
-42.786137,53,69.827986,False,0.20673133314886016,False,3.8852569430133492,2.029447341325675
-64.41981,55,69.874,False,0.26014101556924984,False,3.77564829315337,1.8061878753309464
-64.43604,57,69.883512,False,0.2939401866620993,False,3.713597616636401,1.9121783044869332
-64.507675,55,70.036021,False,0.35917259494002324,False,3.6030328409577868,2.2239219633427623
-64.41752,57,70.089549,False,0.3681824297484791,False,3.5914436630467774,2.0153971144064635
-64.83453,58,70.095542,False,0.8037618135438017,False,0.19326092515502274,2.2552569130437257
-64.42681,53,70.104541,False,0.33242806137420317,False,3.646121424756206,2.0839304826496323
-64.65597,55,70.104541,False,0.403625946874999,False,0.5420450846242493,2.038483132131324
-64.76581,58,70.110548,False,0.4296338570987335,False,0.5041454258880823,2.0872824365523552
-64.75827,50,70.127547,False,0.49612993070502437,False,0.42393922550640706,2.325231463298749
-45.573143,52,70.144547,False,0.21240871486203783,False,3.8816154588837692,1.108942792134853
-56.927574,52,70.274065,False,0.23497316360191098,False,3.8342880430980575,2.088792867338808
-64.74785,54,70.340577,False,0.5448281143563392,False,0.37722613537570593,2.078899493299954
-64.742805,54,70.344577,False,0.43972077631711254,False,0.49397528995593565,2.191194843665338
-64.497154,53,70.350575,False,0.3787234683581622,False,3.57391761246091,1.61455821782451
1.9156132,53,70.35458,False,0.11844792806645951,False,11.10797334090627,1.783690459230161
-64.78596,55,70.360578,False,0.7950958874392426,False,0.20211710489620427,1.5456405287104469
-64.79106,58,70.398103,False,0.5664164420604467,False,0.3580536682423593,1.7603119397013829
24.703505,54,70.398103,True,0.09251799215906276,False,11.198107955462262,1.817914638712947
-64.50722,51,70.532622,False,0.34402881019821974,False,3.6270488431454866,2.114758521323436
-64.44645,54,70.609713,False,0.3578377710586817,False,3.607978450569332,1.5286650233675951
-50.52277,54,70.620714,False,0.22220023847726378,False,3.861245099928074,1.4359635898733856
-64.774284,56,70.627718,False,0.4458603682558743,False,0.481551864541314,2.0777116329811425
-2.5285847,54,70.633713,False,0.12729048797304146,False,11.069682907159553,1.88744530594946
-64.349365,56,70.639713,False,0.30716272649406146,False,3.6873861804414987,1.4097047503639044
-64.39192,54,70.676731,False,0.26291730554876297,False,3.7705785943267434,1.6540634992323842
-25.764145,56,70.689239,False,0.17386491685627278,False,10.962934177910656,2.199371912701095
-27.415724,54,70.820771,False,0.1766938432867756,False,10.964527802907227,1.6929442694831862
-5.0131254,55,70.902292,False,0.13192049179437262,False,11.076104043772048,1.986200582406098
-64.43902,54,70.911295,False,0.39131209864895034,False,3.5576293515482753,1.6387279179800123
-64.497925,53,70.911295,False,0.3477548664223403,False,3.621787097710633,1.9331644978655893
-8.65961,55,70.911295,False,0.1392293052430471,False,11.050646629152146,1.9698710843941107
-64.414185,50,70.942296,False,0.28677218870727034,False,3.723916530556609,1.6814697974747643
-64.81119,60,70.946291,False,0.5448332807396542,False,0.37575938779572804,2.353853030528387
-64.35624,56,70.962294,False,0.27610935758377264,False,3.7405849159026987,2.2832390462109244
-64.812164,61,71.37922,False,0.69685733253406,False,0.25885974498038056,1.9016157718737665
7.7185807,53,71.42622,False,0.10694834949031905,False,11.142165073360975,1.7218025469022977
-64.73183,52,71.432222,False,0.47605299795274075,False,0.44833388479630737,1.854697658828674
-64.52101,57,71.46323,False,0.3365727823225584,False,3.6404487637386396,1.501412471614987
-64.79253,59,71.474235,False,0.5442220311266076,False,0.37959693876570727,2.0231219843845025
-64.416115,55,71.489763,False,0.32944593516730514,False,3.6519475799214867,2.0065445716071273
-64.75852,53,71.498757,False,0.4944331487279483,False,0.42816038468801776,1.9596266276764835
-64.83831,57,71.503763,False,0.8351509873517589,False,0.17575494642978184,2.081029515502278
-64.542564,58,71.685802,False,0.379068003557773,False,3.574434359027251,1.6489756309635428
-64.772934,53,71.703806,False,0.49460079062393125,False,0.42800809320289945,2.021163962169591
-64.77674,56,71.713803,False,0.5894738342716659,False,0.3375568084254023,2.1913230908113897
-45.83355,55,71.738804,False,0.2129261078402353,False,3.8715211556515654,1.7574845138716
-64.523,55,71.747798,False,0.3557102216092099,False,3.6076232109438977,2.07322222687097
-64.399925,54,71.757803,False,0.3356164423500888,False,3.64173989236161,2.0856462949480705
-64.79904,53,71.767806,False,0.6487060502917916,False,0.28869780856277716,2.6037230832563902
-64.86972,58,71.789325,False,1.1765140120222524,False,0.07314923419184813,2.202718231700092
2.0851233,54,71.951848,False,0.11811887453706382,False,11.108023479146492,1.8993526042505189
-64.54658,49,71.957844,False,0.34300418063026283,False,3.6299655266959303,2.095928577931713
-64.760315,59,71.997361,False,0.4563244689479815,False,0.4729996482661398,1.9706118052536024
-34.500282,53,72.002362,False,0.19056182896338975,False,10.9177390904396,1.2084460583181882
-64.56966,56,72.024365,False,0.3984147885755253,False,3.547094165041018,2.0916956360020693
52.45792,55,72.028368,True,0.037225996058658714,False,11.372460980066055,1.4608058332922766
-64.773544,54,72.035368,False,0.415146771744462,False,0.5261296002139927,1.9797719257948594
-64.510864,55,72.060368,False,0.34935503039483967,False,3.6194449465781116,1.9806076454280332
-64.72163,49,72.200926,False,0.40910539701864646,False,0.5342561726232059,2.0794596298499552
-64.39779,58,72.234926,False,0.2745037802100278,False,3.748055186266071,1.5955933214821767
5.790721,57,72.270932,False,0.11062518293814409,False,11.12979666390187,2.1385082082146725
-64.572395,59,72.274938,False,0.402021346887084,False,0.5418619606561844,1.6539214519473326
-64.51042,56,72.288442,False,0.3435475994951806,False,3.629096782369612,2.0529486950609144
-64.81558,55,72.292448,False,0.7610884159458687,False,0.21974921297472944,1.6864056691561993
-62.283886,56,72.319444,False,0.24581232099257683,False,3.800028545199951,1.9226772065337423
-64.83669,64,72.328449,False,0.8194382531298597,False,0.1886694708468248,1.6446736723052473
6.2959385,56,72.450722,False,0.10961365088099269,False,11.129181902373555,2.06008608578055
-2.224551,55,72.482244,False,0.12671737177270168,False,11.086039518943169,2.069415988361473
-64.44443,55,72.527237,False,0.31353449366415104,False,3.6785228475984595,1.9350784222107182
-64.57088,53,72.531241,False,0.3634800039832392,False,3.596882720290294,2.3093122077143957
-31.610186,53,72.757279,False,0.18517379553030638,False,10.936944631647524,1.46717825581796
-64.80698,61,72.771282,False,0.46638308230987335,False,0.46259378756458686,1.672700720421292
-64.60962,50,72.780802,False,0.3991920906281891,False,3.5460025117802254,1.8541979430263582
-64.38188,59,72.821798,False,0.3139869972876993,False,3.6783676005436883,1.9893855203181852
-64.76387,50,72.918316,False,0.5400302461166965,False,0.37976854345999117,2.596274953836231
-24.700283,53,72.966321,False,0.17130989612864672,False,10.967094768683792,1.256635811239404
-64.753624,54,73.015828,False,0.4795850253862577,False,0.44529116048655953,1.8184674387774589
25.3756,53,73.015828,True,0.09146289791248176,False,11.189962611269879,2.1782703311958747
-64.33861,57,73.041826,False,0.2537757862345641,False,3.787063567318124,1.9819621023526413
-64.435585,56,73.051827,False,0.3405104071414607,False,3.6334345620334325,1.6982581837292317
-64.36343,57,73.063836,False,0.2856582193468404,False,3.725207003826993,1.9482168006578182
-64.37578,59,73.111972,False,0.2687388428982594,False,3.7577086534780753,1.870090723905093
-63.49611,54,73.170977,False,0.24815710811708325,False,3.7976495606823226,1.515304222059167
-2.005631,53,73.21405,False,0.12580500654917617,False,11.106476200972116,2.040175458966008
-64.757576,49,73.280581,False,0.5211247194225188,False,0.4036217200900777,1.6536084406238678
-37.094376,52,73.286579,False,0.19578638373902157,False,10.91269033652119,1.4734157860115606
-64.50077,57,73.286579,False,0.3699734915340553,False,3.5843515589063406,2.0659384404588548
-60.4897,58,73.292581,False,0.2422576038459352,False,3.8091417048582374,2.271802504055563
-64.486725,50,73.30258,False,0.2575057615346866,False,3.7852276067875654,2.4195047971696386
48.176304,55,73.371588,True,0.04586355163037356,False,11.327943795981952,1.9060607847422761
-50.87736,53,73.4291,False,0.22290510948020484,False,3.856746677066408,2.050310394468193
-64.50493,57,73.490618,False,0.351111657242694,False,3.6119175033104507,2.0013608353617816
-62.309284,53,83.071391,False,0.24592209989700212,False,3.804958420106749,1.7921155227797843
-17.36145,55,83.076382,False,0.1565821937505138,False,11.008888280494197,1.9513333241130197
45.03501,55,83.079388,True,0.05213565697032254,False,11.316655526868647,1.8484152301683126
-64.818634,56,83.088524,False,0.7904130831495675,False,0.20125055275724807,1.783770251046784
-64.35614,58,83.102526,False,0.344061239743929,False,3.62851460556551,1.6936513388899146
-26.085056,57,83.166522,False,0.17445411797021312,False,10.964185001337944,1.7527926070123758
-64.77374,55,83.210632,False,0.5197036140651737,False,0.4039040651759639,2.10581165665717
-64.76705,57,83.273644,False,0.5982565356647521,False,0.3308946928193716,2.044811414369747
-6.681864,55,83.308148,False,0.13520218491776884,False,11.067110609674264,2.399765787057584
-64.7412,55,83.311149,False,0.41023398365479957,False,0.5286328570421432,1.9347745506256662
0.23727793,55,83.315148,False,0.12172803427057763,False,11.104959582184733,1.7200838248880044
-64.487465,55,83.324159,False,0.3228123785070782,False,3.658803461093918,1.8980459350230654
-50.970264,56,83.348156,False,0.22328541381814465,False,3.846780794912785,2.1222225694282106
-64.362,52,83.393689,False,0.26456483943998393,False,3.766401149624146,2.052852258707149
-64.755104,52,83.43368,False,0.4887272606972908,False,0.4335431949072199,1.8911687808494504
-64.80385,60,83.764225,False,0.4723057289084371,False,0.4503958023212766,1.9090514298358583
-64.72893,57,83.78776,False,0.413432367791785,False,0.5265999977297297,1.8653652883537688
-24.333841,57,83.79476,False,0.17053658881377298,False,10.972284121490892,2.1222285926039453
-49.213127,58,83.79476,False,0.21973419696205299,False,3.8599929019406347,1.6405746325787531
-52.469673,56,83.798758,False,0.22625726809748842,False,3.8462500721218,2.0965803344624367
-64.568985,53,83.807755,False,0.3538984970976339,False,3.6092980278271716,1.8828079422328337
-64.423134,57,83.857763,False,0.3174805029089608,False,3.670880270571422,1.6596726724740778
-34.73697,51,83.873763,False,0.1911036045044577,False,10.925144009624267,1.4233430922586874
-49.365894,54,83.972005,False,0.22005469212784873,False,3.8617167231482354,1.04363855066888
40.993168,55,84.005508,True,0.06067787089320882,False,11.274315229285362,1.802790385726748
27.437195,56,84.009502,True,0.08747683057049949,False,11.197707194850922,2.0574970735261284
-31.711166,55,84.009502,False,0.1854129426012816,False,10.936136466839569,2.1894631106660607
-64.33502,54,84.012509,False,0.2938449678627597,False,3.7131286966208963,1.9755384371089524
-64.812485,61,84.021504,False,0.7316098546454163,False,0.2342660064363295,1.7895077283439205
-64.49851,53,84.058503,False,0.3108895304001876,False,3.681812951597499,1.7348726292670693
33.313198,56,84.094021,True,0.0755631406958999,False,11.22807594702639,1.5858799103804135
-64.431694,54,84.223547,False,0.33200591083637226,False,3.6468471088133296,1.7185034067076692
-45.39654,51,84.276546,False,0.21196183173148908,False,3.880293379006051,2.121059533114431
32.97628,54,84.276546,True,0.0762430098162501,False,11.22081250026258,1.438746494889814
-64.74686,55,84.285072,False,0.5707447027057619,False,0.3538749437188455,1.6550397573957072
-64.43582,55,84.290074,False,0.2631890069498866,False,3.771137610408703,1.9123639550416147
-64.8075,60,84.307065,False,0.6787466742379022,False,0.26855276490037056,1.9138627062348932
-64.80345,55,84.346064,False,0.47612313537992257,False,0.4499242462869194,2.213228720419821
-64.442245,51,84.362068,False,0.3085598130033353,False,3.6881509677680775,1.6670310464141076
-41.22436,52,84.475525,False,0.20376667654445008,False,3.89144545594331,1.8296123625059395
-64.33089,55,84.538045,False,0.28582048105616037,False,3.7265160169624036,1.4760022777510102
-6.502976,55,84.541041,False,0.1348746627960904,False,11.070353593527722,2.2412342941203685
-64.76461,56,84.541041,False,0.44509910925866947,False,0.4865154313507298,1.8178735447277812
-64.73387,54,84.542046,False,0.5255314082027275,False,0.39744075836523923,1.9267759632524353
-64.498344,53,84.551041,False,0.316337381923233,False,3.6671650576913897,2.1462779694648386
-6.8999176,55,84.600572,False,0.13569554180889234,False,11.067496710381223,2.2961987804052595
-49.71579,52,84.600572,False,0.22063870975175628,False,3.861260648840797,1.5080715372923195
-64.74345,53,84.708092,False,0.43616081830960013,False,0.49804885206240945,1.5974779388103262
-45.37683,53,84.772103,False,0.2119702805216028,False,3.8830757124460336,1.7523884806871006
-21.294296,55,84.776108,False,0.16451957188789842,False,10.986588573419588,1.6908103801583774
-64.76175,55,84.784104,False,0.5181810038392773,False,0.4049415510514299,1.9504208580519942
36.432415,54,84.787613,True,0.06933485375155506,False,11.25652864572106,2.0820456552913718
-64.45629,57,84.792616,False,0.3130955099095013,False,3.680149832851827,1.8720020810711093
51.35768,55,84.844612,True,0.039511838760475364,False,11.352267044119177,1.7361152692248973
1.2011788,56,84.848617,False,0.11975129949046497,False,11.095878822196047,1.5542071842560816
-53.9978,53,85.163182,False,0.2292781128174114,False,3.8373351774025855,1.695830412350272
-62.542953,51,85.222697,False,0.2462450589415618,False,3.8091669943847264,1.8646784086039514
-64.4156,51,85.24369,False,0.2518888991843181,False,3.796317255932278,1.3344751419675571
3.7900193,53,85.24369,False,0.1146531370590612,False,11.122212311754373,1.7148782890454737
-51.48629,53,85.247696,False,0.22428245380649775,False,3.848765053828585,2.0713707793916845
3.9767704,55,85.247696,False,0.11434498788974858,False,11.118239372635346,1.8557271109236892
-64.550385,51,85.293217,False,0.3728375410062431,False,3.583734032173206,1.1585945988501776
-64.76436,55,85.312225,False,0.4671798184677008,False,0.4589806294848872,2.197621313492104
-64.77844,54,85.406518,False,0.5617416315912022,False,0.3612360458151631,1.753627829740966
-64.79769,56,85.470521,False,0.4781426057416032,False,0.4461973572543711,1.9484003871650648
-64.79179,53,85.483526,False,0.580322173286259,False,0.3444439069790849,2.0578605066219255
7.0199594,54,85.483526,False,0.10829013228414115,False,11.136618489977952,2.127572618934185
-21.172625,56,85.499041,False,0.16462679181511625,False,10.984803409177154,1.1778326298119268
-64.7753,60,85.514046,False,0.47170929747423473,False,0.45489201475652213,1.5031043565136133
-3.5897264,54,85.539044,False,0.1293349068170082,False,11.07633210476531,2.1689776147844926
-64.343315,57,85.568038,False,0.286119254045356,False,3.728122875032465,2.065413250459807
21.234055,53,85.648561,True,0.09942926434134813,False,11.172179126762316,1.8819321125453041
-64.7507,49,85.70909,False,0.5188583877320302,False,0.4011971101124289,2.268273594883183
-64.7577,57,85.742088,False,0.4561557098873552,False,0.47496333915624983,1.5711523117175172
-64.394844,60,85.746089,False,0.29184890780862116,False,3.718758229107576,1.8687864365893656
-64.80844,57,85.755082,False,0.708915826148641,False,0.24685936658332874,2.181981008801669
-28.323042,55,85.759082,False,0.17848187793044434,False,10.94841081054737,2.0021170954386105
-64.48171,51,85.763088,False,0.3497121783816209,False,3.6201559374661594,1.88939998306042
-30.993694,55,85.811608,False,0.18428726925781533,False,10.94170673727585,1.425235305440106
-64.39808,52,85.874609,False,0.25762128815625573,False,3.779666991763724,2.2694734891343216
-64.43365,53,85.934089,False,0.26070887956079575,False,3.7782894963668316,0.9616470205698673
-55.098087,53,85.963083,False,0.23140093164894607,False,3.840464946644542,1.978272396855556
-14.859881,57,85.982091,False,0.15190663671388727,False,11.015559258333722,1.981280761593673
-7.933845,55,85.987605,False,0.1381931800131073,False,11.055232088505857,2.078230672212042
-64.7958,56,85.987605,False,0.6068498999657655,False,0.32530706763082634,1.797654528510235
-64.77094,55,85.991599,False,0.5133244842030549,False,0.41021700446509146,1.4580989408453644
-64.49953,51,86.026598,False,0.3222335015219533,False,3.6636895133615606,1.4012001630540964
39.481274,54,86.109116,True,0.06320124612880466,False,11.27984953179264,1.1564105179958843
-38.169006,52,86.155116,False,0.1977678679797701,False,10.913407001737157,2.3873951426693094
-64.47053,49,86.176119,False,0.34555419193224146,False,3.625993026612862,2.230339964822184
-64.39748,52,86.436673,False,0.33206554969516155,False,3.6469186371324125,1.8886538069026921
23.865326,54,86.44768,True,0.09461051808188146,False,11.178356481336671,2.149059153903098
-5.12859,56,86.453679,False,0.13244724490440626,False,11.06939325090088,2.046228655783789
-64.76095,57,86.465677,False,0.46349508379226856,False,0.46569367775668513,2.2838892459123543
-64.42985,53,86.487201,False,0.26387611016835666,False,3.7641173076004892,1.7123551092150036
-64.37324,57,86.580201,False,0.26767264687986936,False,3.7567659046290833,1.8106818144437902
-64.76833,59,86.63772,False,0.4196753962573365,False,0.5164133938642163,2.403039958781999
-64.42226,57,86.649719,False,0.36359978213147964,False,3.5957779566126074,2.245146977020296
-41.276062,53,86.681731,False,0.20370540452536984,False,3.901368769801364,2.109824362474944
-64.80862,55,86.687239,False,0.642570435564119,False,0.29714696698208753,1.8204098651428993
-51.43106,55,86.703249,False,0.22417950420487526,False,3.848373404324781,2.088384335697929
-64.76585,61,86.703249,False,0.46319029909763054,False,0.46767381630207033,0.9955820280781688
-64.550545,51,86.703249,False,0.3729605535265985,False,3.582693664657926,1.5533404724648625
-64.73842,52,86.801772,False,0.4331800543280429,False,0.49996913125448406,1.297447729992716
-42.42499,52,86.855771,False,0.2061595807851314,False,3.8926738909134486,2.1055286125989
-44.609455,53,86.870776,False,0.2103367478824152,False,3.882754749214411,1.8483654485345187
-64.4306,53,86.900047,False,0.2961418561984306,False,3.707283485136373,1.9241833121184622
38.41958,54,86.908043,True,0.06539231963162344,False,11.273225900135573,1.675419003549133
-30.441454,55,86.929044,False,0.18276498837868646,False,10.941230692776413,1.9640282599555279
-57.95733,56,86.934045,False,0.23737307619802153,False,3.822824820344963,1.8891772688272577
-64.77053,58,86.942043,False,0.5072369007649267,False,0.4142950769342538,1.6539403487753226
-6.365929,56,87.039577,False,0.13502970099194628,False,11.063512941346396,2.0096483807534953
-64.751396,56,87.095086,False,0.6515816557945163,False,0.28749920066515405,1.5205654440964163
-64.418686,58,87.121086,False,0.27504852476908126,False,3.74408156704085,2.211651494209255
-56.202328,54,87.147081,False,0.23369392031836025,False,3.823270027902738,2.136562592733878
-14.029036,57,87.152083,False,0.15029793727037402,False,11.024407490841204,1.8661176976449174
-64.55301,50,87.166081,False,0.3814942111041939,False,3.5690498504385717,1.9436181896793363
-64.82479,56,87.184087,False,0.7047479187317985,False,0.2522259143353826,1.9174525312356188
-64.76297,57,87.184087,False,0.4339469407069905,False,0.501082743901132,1.797416782321428
-64.40323,57,87.282601,False,0.2526194018050143,False,3.7850870873288027,1.8953389167827983
-64.44796,53,87.322121,False,0.2982509394973225,False,3.704258834724435,2.169813148400327
35.88367,56,87.365121,True,0.07060419852315199,False,11.243524418253235,2.54108957273941
-63.2612,55,87.38762,False,0.2479225256337126,False,3.7978504616648903,2.258919939559068
